"id_reservation","id_listing","id_guest","id_traveler","id_host","dim_cancellation_reason","ts_cancelled","ds"
"39037B00","16C36A1","15D04D6","15D04D6","A39A39D","accidental_reservation","1537611503",2018-09-22
"3A31F27A","1B9BF33","D0D4B65","D0D4B65","76C2DEB","uncomfortable_with_guest","1538982748",2018-10-08
"1C623C03","133C469","2F75EE9","2F75EE9","38DDFEB","accommodations_unnecessary","1507059260",2017-10-03
"1F62A7E6","12C4D0D","1EBAAC","1EBAAC","75C6B1","accidental_reservation","1510229858",2017-11-09
"11175068","10BBFD1","5E60EFB","5E60EFB","703C03C","accidental_reservation","1489108839",2017-03-10
"33B4103E","15CD11E","B39A97E","B39A97E","A142B61","extenuating_circumstance","1532477159",2018-07-25
"143ED162","C08321","1F8FB","1F8FB","413BA67","other","1496779950",2017-06-06
"EE7103B","D5EE1F","27EB69","27EB69","4FFE405","unknown","1488702683",2017-03-05
"2D602BF4","AB2612","7DC9531","7DC9531","17E181","accidental_reservation","1525983137",2018-05-10
"173DE0BC","C39E73","6308770","6308770","3905EDB","unknown","1499770519",2017-07-11
"FDD4CB5","ED1910","2594DB3","2594DB3","3162BBE","unknown","1485468045",2017-01-26
"3CAA9E0A","1A15214","71E0AFA","71E0AFA","BE94FC9","unknown","1542204158",2018-11-14
"2FD82035","14E453D","68B91A","68B91A","98703CF","other","1528672490",2018-06-10
"2F1DF775","105B7B8","B75559B","B75559B","2BA283","travel_dates_changed","1528022756",2018-06-03
"191480A0","12FE353","88894C9","88894C9","1CA902F","accommodations_unnecessary","1501765261",2017-08-03
"1EF61768","10E9F5B","1CB047C","1CB047C","64BBC1","accommodations_unnecessary","1510192994",2017-11-09
"F8A516A","B19D78","24C09F","24C09F","3AD8E8B","accommodations_unnecessary","1487444486",2017-02-18
"121FB55C","9340C6","B469E5","B469E5","2A706E9","unknown","1491958763",2017-04-12
"208C9129","143402D","7ECA5C6","7ECA5C6","91E3B63","extenuating_circumstance","1514194672",2017-12-25
"37493A51","AAB6A5","CB28252","CB28252","34DAA23","accommodations_unnecessary","1535848114",2018-09-02
"1CC3D43A","F82DCD","91008C5","91008C5","3E3C6C1","unknown","1507024609",2017-10-03
"356BE9B5","C05796","14F1D0F","14F1D0F","EF4D28","other","1534518135",2018-08-17
"2067695F","CB4C7F","6428D7","6428D7","1C98FCA","accommodations_unnecessary","1517760955",2018-02-04
"2EFA1EF3","11257F9","4FA682C","4FA682C","70DB5DF","accommodations_unnecessary","1528137064",2018-06-04
"2702B9E7","1662B18","A35988D","A35988D","29E08AF","not_available","1519645569",2018-02-26
"3931B661","198EE4E","106EF","106EF","B45C6C","host_courtesy","1537814293",2018-09-24
"2832E192","1484CAB","18C23A","18C23A","9519F35","not_available","1520867819",2018-03-12
"269A5F9E","903F6C","8EC096A","8EC096A","1347BC0","other","1519674856",2018-02-26
"167236D6","D98D00","AC71C9","AC71C9","310FF81","accommodations_unnecessary","1499243402",2017-07-05
"2CA68A30","50DF72","4196DC3","4196DC3","F68276","extenuating_circumstance","1526937796",2018-05-21
"2360EDC3","145E87B","5368778","5368778","2A701B2","other","1516005075",2018-01-15
"2301EB21","10952F1","12E364D","12E364D","8A3A06","accidental_reservation","1515306935",2018-01-07
"37D9A551","1AAF664","B208CED","B208CED","B918C7","accommodations_unnecessary","1536429475",2018-09-08
"1D6AA23B","12E288C","63B032A","63B032A","17D2358","unknown","1508745215",2017-10-23
"1CF5BCC4","10E63F7","4A8886E","4A8886E","301BE74","accommodations_unnecessary","1507052273",2017-10-03
"24A89402","15AC851","1AC5450","1AC5450","9FF4425","not_available","1517040839",2018-01-27
"3B9FC7EB","1C26C05","3C10139","3C10139","D3922B0","accommodations_unnecessary","1540481495",2018-10-25
"1AE0DE95","EEFE2F","10AB7E3","10AB7E3","5BA172E","accommodations_unnecessary","1504310242",2017-09-01
"24D684BD","102A052","7AE7D29","7AE7D29","6C14603","not_available","1517212966",2018-01-29
"36F0C93E","16D9279","14F497B","14F497B","ABCD0A0","extenuating_circumstance","1540368218",2018-10-24
"3909B94B","14086AA","21D5729","21D5729","A512C","extenuating_circumstance","1537909186",2018-09-25
"2B558881","1284898","B84D77","B84D77","81D570B","extenuating_circumstance","1527294559",2018-05-26
"2131C326","1514CF3","3D30D0D","3D30D0D","27D8A6B","extenuating_circumstance","1516649949",2018-01-22
"13FF2844","770C64","33F47C","33F47C","ABE626","accommodations_unnecessary","1495488054",2017-05-22
"365ED9AD","15C6C75","4714A12","4714A12","3E00466","not_available","1535004811",2018-08-23
"2BE2E8A6","1594D85","755A5FF","755A5FF","98FC44","not_available","1524696492",2018-04-25
"3651DEB6","12A5D09","CB20EE","CB20EE","FEF8D7","accommodations_unnecessary","1537862152",2018-09-25
"2005891E","1217332","546452E","546452E","58AEDA7","unknown","1511116059",2017-11-19
"20AA1BB9","14C64B1","30F533","30F533","7E5BCFD","uncomfortable_with_guest","1511978971",2017-11-29
"2AC795BB","110019C","CA74FE","CA74FE","390F3D3","accommodations_unnecessary","1524499645",2018-04-23
"36C0017C","1AB71B4","C07AF3A","C07AF3A","7891B7A","accidental_reservation","1535307768",2018-08-26
"22A1852A","3098AB","5F9022A","5F9022A","B92819","accommodations_unnecessary","1515090702",2018-01-04
"2643C36D","42B2D6","2F6082","2F6082","13551C","accommodations_unnecessary","1521195369",2018-03-16
"E7B810C","F41E37","108B9F0","108B9F0","617BD39","accommodations_unnecessary","1483814388",2017-01-07
"1AE7603F","10CAB91","62FD002","62FD002","4B10DBE","accommodations_unnecessary","1504006386",2017-08-29
"3208D57E","1608356","DB7A40","DB7A40","5A7672A","other","1530923159",2018-07-07
"3B428A53","418AFA","6100B0","6100B0","1543E90","extenuating_circumstance","1541691166",2018-11-08
"2BB3B423","15FD769","76309C2","76309C2","8C39216","accommodations_unnecessary","1524183853",2018-04-20
"10187CCA","104870C","EA11B1","EA11B1","259CEAF","unknown","1486223056",2017-02-04
"3A9E6488","115D2FF","514859A","514859A","1433EC8","travel_dates_changed","1539296568",2018-10-11
"133BFB82","10E4BB4","1535AC","1535AC","2B283A","accommodations_unnecessary","1495653636",2017-05-24
"2E2F0F85","10DE67A","32F0FE","32F0FE","57F353A","not_available","1527095890",2018-05-23
"3AC8BE4F","1B6CFE4","61DFC6A","61DFC6A","53BEC4D","host_change","1540409443",2018-10-24
"37BD13D0","145382C","BD8883B","BD8883B","931DEC8","extenuating_circumstance","1537408898",2018-09-20
"197753AF","1316A06","34B7E7A","34B7E7A","1F5B4DA","other","1502140650",2017-08-07
"2C596012","AF0BE4","5F6172","5F6172","2FDE233","other","1525261913",2018-05-02
"3BB530FC","B3ADBE","B121C8A","B121C8A","A3B210","travel_dates_changed","1540492730",2018-10-25
"287B637F","10D7F01","11AB70D","11AB70D","22DEF88","not_available","1521128613",2018-03-15
"1528C4C2","C84229","141F850","141F850","45A845D","other","1498164900",2017-06-22
"2D2C24CD","92AEC1","3806608","3806608","4AB44F","other","1540377585",2018-10-24
"1CBCD008","A8CB4","75D198","75D198","35EB16","accommodations_unnecessary","1506491832",2017-09-27
"37A3347D","1193A8C","C17AAD5","C17AAD5","78A5D50","accommodations_unnecessary","1541339092",2018-11-04
"26FFAC5E","16649DB","46B45F","46B45F","A72984A","not_available","1519638876",2018-02-26
"235C929C","D61F4B","2FA0192","2FA0192","14548F7","extenuating_circumstance","1516779083",2018-01-24
"1101D9C5","D76FFB","6CEF267","6CEF267","1C268E7","accommodations_unnecessary","1488749093",2017-03-05
"3DB0D363","1CBC20B","D19B4E3","D19B4E3","7E90354","extenuating_circumstance","1542923711",2018-11-22
"31C6A493","992CC9","2B2DDE4","2B2DDE4","2545353","other","1531430236",2018-07-12
"283A4A17","141B2BE","51A2FF2","51A2FF2","8A0B788","extenuating_circumstance","1521192612",2018-03-16
"1603D7D1","120BF52","1AB0367","1AB0367","6C0B3BA","extenuating_circumstance","1507129051",2017-10-04
"39F21F08","9B6DD0","6BB742D","6BB742D","23959BF","travel_dates_changed","1538690180",2018-10-04
"290091F9","FEC99C","163A3A3","163A3A3","7D243D","accommodations_unnecessary","1524398851",2018-04-22
"388015C9","DDBF91","7DED196","7DED196","5436869","other","1540742024",2018-10-28
"389DCBFF","4BC106","5965228","5965228","1867E21","accommodations_unnecessary","1537658765",2018-09-22
"1445C2B0","DE409","73F93","73F93","4717BD","accommodations_unnecessary","1498068628",2017-06-21
"22934AF9","B5528C","9078EB1","9078EB1","1CB872A","accidental_reservation","1514835728",2018-01-01
"25606FA4","4F8006","494206D","494206D","1757F4D","other","1519181422",2018-02-21
"20C9B87B","11B7574","2765A3","2765A3","40CB79","unknown","1512193002",2017-12-02
"1B975378","AFB7BA","5C85000","5C85000","39E3187","unknown","1504950645",2017-09-09
"2DA89FC0","16055B6","79A2669","79A2669","3E9228","other","1530555184",2018-07-02
"31C55A0E","155367F","4E57263","4E57263","9BD36BB","host_legal_landlord","1531443268",2018-07-13
"1D4457FB","10048C9","576A04","576A04","1378A1","other","1513067510",2017-12-12
"320654D4","18BCC5D","9D99D98","9D99D98","B9F03BA","unknown","1531473433",2018-07-13
"1AA169C9","F9BBD3","2EC1A31","2EC1A31","6637B2B","accommodations_unnecessary","1503573288",2017-08-24
"22AA42FB","1568F9D","24E1D3D","24E1D3D","98C69BE","other","1517440777",2018-01-31
"22CEA3DC","F12F3B","4D15E4","4D15E4","1BFE27F","host_courtesy","1518414883",2018-02-12
"1D807097","13DDACD","5DBF2FD","5DBF2FD","45D01A7","accommodations_unnecessary","1512429719",2017-12-04
"14B123E1","122FDA8","7B8000E","7B8000E","39DE61A","not_available","1496601539",2017-06-04
"3BF24B52","B9F4F8","6AC9C4C","6AC9C4C","53CDAF","other","1541737357",2018-11-09
"12D19446","F10F8D","4788679","4788679","4145C90","other","1493022571",2017-04-24
"3B76AEE5","3ED4F0","AF8F2DB","AF8F2DB","145F8D8","accommodations_unnecessary","1540229180",2018-10-22
"240D82E9","B3625C","58D9806","58D9806","37E7345","accommodations_unnecessary","1517676267",2018-02-03
"37EBA05A","191421B","C627A63","C627A63","79286A1","extenuating_circumstance","1539403531",2018-10-13
"387E4B73","E4009F","451F930","451F930","552C86A","accommodations_unnecessary","1537989621",2018-09-26
"31A2B48E","B165CD","196521C","196521C","3ABB992","extenuating_circumstance","1536080556",2018-09-04
"2056387D","14D88C8","24CFD5C","24CFD5C","88628B4","uncomfortable_with_guest","1518099573",2018-02-08
"3D739C0D","1188D56","EC0F0C","EC0F0C","7973805","other","1542393116",2018-11-16
"10E7963A","680ED0","D85D46","D85D46","220D066","accommodations_unnecessary","1507245242",2017-10-05
"256E0D13","7E7C98","77D90A4","77D90A4","11CA024","uncomfortable_with_host","1519744521",2018-02-27
"34D2B1B5","11D5E63","3E99016","3E99016","7BF90B3","other","1533479049",2018-08-05
"2CA75DCE","6CF603","4548E7D","4548E7D","23AA375","accommodations_unnecessary","1525369432",2018-05-03
"14256D80","15517D","1B81837","1B81837","45CEF3","unknown","1497048922",2017-06-09
"3C575DE5","1ABE099","720DB44","720DB44","ADE8713","host_legal_landlord","1541232506",2018-11-03
"F652D0F","7DE754","42C7B26","42C7B26","28F3583","other","1484160204",2017-01-11
"150E4ED5","C67C49","F53C6","F53C6","1872B9B","other","1497452230",2017-06-14
"2B107034","17054E4","63BB5CB","63BB5CB","5C8E0C4","other","1523637961",2018-04-13
"164F03B5","12A04FA","82BC956","82BC956","82D0F74","extenuating_circumstance","1499657338",2017-07-10
"312E2B21","190A3DD","1502C5B","1502C5B","189F504","accommodations_unnecessary","1530910705",2018-07-06
"1E1117F4","1463E63","1ABDB2","1ABDB2","816B620","other","1508337104",2017-10-18
"31050D26","1060223","8587875","8587875","22363F4","other","1530024709",2018-06-26
"268A3FDD","14AFE0A","291F3A5","30C47E1","2DF2B2B","uncomfortable_with_guest","1519129823",2018-02-20
"2545F2CF","116DC48","3E0ACE","3E0ACE","7880365","uncomfortable_with_host","1518282204",2018-02-10
"1CDDD813","127E3CE","2B1548C","2B1548C","3E46E3A","extenuating_circumstance","1512074923",2017-11-30
"3AAAFAE7","1BC30AB","7F36218","7F36218","3482B52","extenuating_circumstance","1539631929",2018-10-15
"310EC62C","D5D831","930CE7","930CE7","4FDC20E","extenuating_circumstance","1531004488",2018-07-07
"15D3E013","F5BC9D","10831EA","10831EA","6261A80","unknown","1498005531",2017-06-21
"382E23D2","1667BB7","391DFF7","391DFF7","A74C6D2","accidental_reservation","1536749307",2018-09-12
"21D7297E","E70A72","1797FC8","1797FC8","44D4AB8","accommodations_unnecessary","1513786175",2017-12-20
"39F12150","14BAB11","21D463E","21D463E","9126475","accidental_reservation","1538579739",2018-10-03
"1BBDB97F","13E5DB0","2FA2413","2FA2413","78511FA","not_available","1505323148",2017-09-13
"32E94E58","E50149","72835C","72835C","5A4ECC4","other","1532447438",2018-07-24
"26C6E183","A9CF0A","2CBCA6E","2CBCA6E","37273C3","extenuating_circumstance","1521721906",2018-03-22
"2F1B7AB2","1863FF0","F162E7","F162E7","B6BAD5F","other","1528104978",2018-06-04
"139FA23E","BE52B1","30F29FA","30F29FA","259301","accommodations_unnecessary","1494809395",2017-05-15
"1EE09269","1057035","7F95C7E","7F95C7E","AAB1A1","accommodations_unnecessary","1509473261",2017-10-31
"228336CD","121E279","624DB11","624DB11","1B7AB50","other","1514725450",2017-12-31
"14A0FD88","EDE4AF","17929C1","17929C1","5FCAC1A","other","1497345338",2017-06-13
"296FFFEB","14D6934","6E37302","6E37302","8C78260","accommodations_unnecessary","1522411483",2018-03-30
"1E0AD276","A7A7E4","5DA6EC0","5DA6EC0","365DE6C","accommodations_unnecessary","1508379977",2017-10-19
"35F6951A","1527627","1B01CA3","1B01CA3","13DED4D","accommodations_unnecessary","1534518334",2018-08-17
"308B16DF","F50BAD","B2E3E13","B2E3E13","1B6395C","other","1530011063",2018-06-26
"322D4E66","160B8CE","2AEEB0D","2AEEB0D","8A22CDE","other","1531110595",2018-07-09
"108BF259","2DA6D9","4CCA43A","4CCA43A","7CD3B5","accommodations_unnecessary","1490125382",2017-03-21
"3D74D190","EEA851","2E88891","2E88891","78CD6E","accommodations_unnecessary","1542396601",2018-11-16
"3BDACA75","1137F1F","7BA1717","7BA1717","60B85B5","other","1540697296",2018-10-28
"F96E56A","54ECA1","4D17BF","4D17BF","116BEE","other","1485223969",2017-01-24
"19DAE25E","E690AE","78B916D","78B916D","5B4816A","accommodations_unnecessary","1502824356",2017-08-15
"3A0D3426","1A9CFF5","94D26E7","94D26E7","C9080D2","accommodations_unnecessary","1541179339",2018-11-02
"36DE1FEA","192A73C","16E3850","16E3850","BB866F5","accommodations_unnecessary","1535427922",2018-08-28
"25E77075","15BC370","1C13059","1C13059","385537D","not_available","1518394461",2018-02-12
"2ACCD30A","13EDDE0","664DE89","664DE89","2E2FA39","accommodations_unnecessary","1523950309",2018-04-17
"38C8334C","84927E","5C49E87","5C49E87","2B81281","accommodations_unnecessary","1538977549",2018-10-08
"1159C701","78E105","489CC8E","489CC8E","8A5DB1","unknown","1489595112",2017-03-15
"1219FCE3","104F930","1820A6A","1820A6A","2FB618F","accommodations_unnecessary","1491732480",2017-04-09
"291C811E","10CAB59","93A8555","93A8555","6EE8567","not_available","1521730382",2018-03-22
"3695EEE9","1957FA6","448E13C","448E13C","BE1A5F0","accommodations_unnecessary","1535129250",2018-08-24
"2E38A2E6","137EDC1","9A98C5F","9A98C5F","5BE442D","accidental_reservation","1526947239",2018-05-22
"28A17589","16981AC","A78F1E3","A78F1E3","12D5C7C","not_available","1526550605",2018-05-17
"324CFD92","190E468","2ED0F2F","2ED0F2F","380977F","not_available","1531501900",2018-07-13
"3DF5FE34","10E041E","5EA5FB3","5EA5FB3","2737B35","accommodations_unnecessary","1543083229",2018-11-24
"16677CF4","10FAC09","789F7FC","789F7FC","4D94031","other","1498679881",2017-06-28
"1EF7252D","12B3648","1457368","1457368","1BF493C","accommodations_unnecessary","1509954815",2017-11-06
"14D9FD23","94BF9F","3850372","3850372","2FF5192","accommodations_unnecessary","1497869974",2017-06-19
"248CA9F9","F1FDF9","205C024","205C024","62061DD","extenuating_circumstance","1516914019",2018-01-25
"2DA6266A","1108140","632A118","632A118","526D921","accommodations_unnecessary","1528095301",2018-06-04
"270E3D5B","304E02","2F23A65","2F23A65","F4BC15","extenuating_circumstance","1520678922",2018-03-10
"3D60BFCD","14668F3","552F19","552F19","70800D","other","1542268449",2018-11-15
"1987724C","1138A44","676E9","676E9","637A4D8","accommodations_unnecessary","1505932625",2017-09-20
"2B563123","1050361","415C8B","415C8B","1739498","accommodations_unnecessary","1525463252",2018-05-04
"15A820D6","11CA492","4B34E54","4B34E54","7B9F47A","unknown","1498863326",2017-06-30
"1CE7DF30","13CC0D6","5305E55","5305E55","8DCCCF1","accommodations_unnecessary","1506824746",2017-10-01
"39773E08","16D9BF5","5CA602E","5CA602E","673F04A","extenuating_circumstance","1539846550",2018-10-18
"18F6D289","12724DC","5B2C381","5B2C381","7FA374F","unknown","1501596183",2017-08-01
"1391A3C8","439990","7397787","7397787","5EDD4E","other","1495218380",2017-05-19
"22AC9AB2","27100C","1E683D6","1E683D6","C7FC5B","accommodations_unnecessary","1515013523",2018-01-03
"1FFBFF7E","146B869","8D906BD","8D906BD","60F3CF0","unknown","1510968689",2017-11-18
"32C626E7","9257DE","737DEFC","737DEFC","1A8C1FA","accommodations_unnecessary","1535898977",2018-09-02
"35D65D65","D59A15","95569CC","95569CC","2A9DAFF","uncomfortable_with_guest","1534386746",2018-08-16
"1EDC479F","6D6EAB","24EFB7F","24EFB7F","75946B","unknown","1509368677",2017-10-30
"2FD6E807","1803C1A","A85B38C","A85B38C","B4CB637","extenuating_circumstance","1528716767",2018-06-11
"34FEC4D9","732F5A","B7A6D4","B7A6D4","1040A7D","host_courtesy","1536642280",2018-09-11
"3147A850","176D9B5","16B2B60","16B2B60","2651226","accommodations_unnecessary","1533218218",2018-08-02
"37B69F1D","1ACEF5B","63E7EF6","63E7EF6","36DDF3C","extenuating_circumstance","1536344860",2018-09-07
"31FBABDC","1966E54","828EC42","828EC42","77B915","accidental_reservation","1530870945",2018-07-06
"1E441EDB","7A258C","F57D40","F57D40","D017B7","accommodations_unnecessary","1511949568",2017-11-29
"13DDE391","10FEF54","545B6","545B6","2385DC8","accommodations_unnecessary","1495158916",2017-05-19
"EC261F1","D13043","133C289","133C289","2C55504","unknown","1491851703",2017-04-10
"3839F4B5","180C419","BB9D63","BB9D63","42EBED","other","1537547201",2018-09-21
"374493E5","16EA3D9","71F5F12","71F5F12","AC78F0E","extenuating_circumstance","1535827408",2018-09-01
"28DAF351","E15CD1","84529E","84529E","4B48D3C","other","1521596522",2018-03-21
"23D0A762","112CD1D","3FB744","3FB744","7612125","other","1516126195",2018-01-16
"29C487B0","10A3415","53024CB","53024CB","415225","accommodations_unnecessary","1522962702",2018-04-05
"111A9F58","D29F6A","2DB545A","2DB545A","5819C4","other","1489079813",2017-03-09
"398A3112","BF10E6","77BF0FF","77BF0FF","40AE967","extenuating_circumstance","1538649966",2018-10-04
"31E3FACB","989341","6A1761","6A1761","30FD010","not_available","1531470437",2018-07-13
"3A341964","1810A94","7742FE6","7742FE6","B5D32A3","accommodations_unnecessary","1541021621",2018-10-31
"1E4F7A03","11F4B82","8D5E22E","8D5E22E","7D0943B","accommodations_unnecessary","1508962238",2017-10-25
"10FF855C","2BC9CB","251C0C2","251C0C2","520D23","other","1488967587",2017-03-08
"2B16F54F","112230B","174C4","174C4","4BCEB60","accidental_reservation","1523567148",2018-04-12
"20F4A51C","14EAE26","91BB0FA","91BB0FA","281C995","accommodations_unnecessary","1512608573",2017-12-07
"1AACA613","AE7AC8","3C6B104","3C6B104","133C51B","not_available","1505058652",2017-09-10
"157CF8FC","1261829","2FE581E","2FE581E","80B7E27","unknown","1497554554",2017-06-15
"FC0C27A","A5CD0E","5389AF0","5389AF0","313E5E6","other","1494979011",2017-05-16
"1E577569","108D046","5B07FFD","5B07FFD","6FD3057","accidental_reservation","1508590362",2017-10-21
"30C35252","D64211","5543100","5543100","503EF83","travel_dates_changed","1529925406",2018-06-25
"2A321D41","C5E64A","65F4EE","65F4EE","BC51AB","accommodations_unnecessary","1522948481",2018-04-05
"24FA6B0F","701E78","1D7360C","1D7360C","24B62C7","accommodations_unnecessary","1517412021",2018-01-31
"2D18B74C","D60A99","89F329A","89F329A","27D0476","accommodations_unnecessary","1525715020",2018-05-07
"2DD68B01","10A54A2","974596C","974596C","1146659","other","1528141043",2018-06-04
"39733651","FD8E62","D4CFC2","D4CFC2","689C7AE","accommodations_unnecessary","1539268787",2018-10-11
"FC780EA","FF2EA3","212D4C4","212D4C4","68FCA8D","uncomfortable_with_host","1485352652",2017-01-25
"30BB6F27","118E62D","174B9F4","174B9F4","BF57B4","accommodations_unnecessary","1534259939",2018-08-14
"1CB4A232","FF4903","2BB9F19","2BB9F19","311F43B","unknown","1506355417",2017-09-25
"19159B24","CF5F34","59FD702","59FD702","1759632","accommodations_unnecessary","1505868072",2017-09-20
"1CFDA10A","705B90","5921502","5921502","24CB0BE","unknown","1507426944",2017-10-08
"20891AE7","E15605","1A81A72","1A81A72","1633757","accidental_reservation","1511791029",2017-11-27
"38D4574E","192CE25","436FECC","436FECC","BB7D500","other","1537478210",2018-09-20
"11A936DA","52CEC9","337526D","337526D","E62BF5","extenuating_circumstance","1490891573",2017-03-30
"3A05BE46","19D9DAF","3417713","D045806","9FEEB82","not_available","1540163668",2018-10-21
"216D84D0","E6EB60","1CF958C","1CF958C","5B8278F","extenuating_circumstance","1515729978",2018-01-12
"3694F58C","16B5766","33D1583","33D1583","2F4910C","accommodations_unnecessary","1535293383",2018-08-26
"3DC5E267","16C716E","1C3AD6D","1C3AD6D","1DAD81B","needs_maintenance","1542965401",2018-11-23
"2C46A0F0","F47933","3678147","3678147","22FCE39","host_legal_landlord","1525112507",2018-04-30
"15DC5506","126F538","2620878","2620878","7BC5677","accommodations_unnecessary","1498066600",2017-06-21
"2BA15FD8","175ABAD","3995D2C","3995D2C","4307AA0","travel_dates_changed","1524779934",2018-04-26
"213B3C6E","97BA94","709EC90","709EC90","285B395","accommodations_unnecessary","1512853467",2017-12-09
"201DA1D7","127B965","717E270","717E270","7537FBB","accommodations_unnecessary","1513489091",2017-12-17
"185B6D13","1227D26","189A378","189A378","5DCE117","other","1504792988",2017-09-07
"32F40F72","122C8FC","1EDDEBB","1EDDEBB","7E7B97","accommodations_unnecessary","1531868135",2018-07-17
"386B7800","18038F6","814A4B","814A4B","1DD141B","accommodations_unnecessary","1540897564",2018-10-30
"1D9EE507","E6E36C","6E019BC","6E019BC","5B7D226","accommodations_unnecessary","1507945185",2017-10-14
"3CEE03FE","E90468","7BDCB1A","7BDCB1A","44FE68C","accommodations_unnecessary","1542162236",2018-11-14
"2BA66A7A","C26E60","329B0C7","329B0C7","2911BD6","accommodations_unnecessary","1524115284",2018-04-19
"136FBCF8","C4517D","121292","121292","36DCB0A","extenuating_circumstance","1495206708",2017-05-19
"1140F741","D1BFBA","401338D","401338D","10DEE27","accommodations_unnecessary","1492676033",2017-04-20
"27411308","13FDFD4","53772C1","53772C1","388468D","other","1533263987",2018-08-03
"366727FD","15DF11F","ED9ED4","ED9ED4","9B4E4E9","unknown","1534948317",2018-08-22
"272239FF","12BA8DB","354A33D","354A33D","83CBEE3","extenuating_circumstance","1522245270",2018-03-28
"3280D119","EF8F95","4D42309","4D42309","60AC066","accommodations_unnecessary","1535468800",2018-08-28
"3A0F3833","1B987A6","72B6265","72B6265","52C1342","host_courtesy","1538697763",2018-10-05
"1EEDFA63","148F3ED","2247D5E","2247D5E","8C3157A","accommodations_unnecessary","1509470902",2017-10-31
"148FCCF9","E55F38","5951AB9","5951AB9","B5BA66","not_available","1496315925",2017-06-01
"14AD1E3A","DEA201","3C03324","3C03324","24681A","extenuating_circumstance","1497245097",2017-06-12
"219C7D58","131C30","415DBFF","415DBFF","33154E","extenuating_circumstance","1521019436",2018-03-14
"1F30A36A","146BC9E","32F6E92","32F6E92","93F9922","extenuating_circumstance","1510658597",2017-11-14
"FD6D2BC","F5382","635B25B","635B25B","3F50F5","unknown","1485587682",2017-01-28
"17A9EE69","D0269D","E78D","E78D","25B9618","accommodations_unnecessary","1500558117",2017-07-20
"20A822B3","F75DA1","1E6B9C6","1E6B9C6","3CE3D3F","accidental_reservation","1511961545",2017-11-29
"222B8176","1286686","1047FCC","1047FCC","9B8B0F","unknown","1515292647",2018-01-07
"1EB526B6","13CF9D1","693AAED","693AAED","8CBFF8A","uncomfortable_with_guest","1509140030",2017-10-27
"28BB0F3C","129BEC4","86B5A7C","86B5A7C","76A9048","accidental_reservation","1521381143",2018-03-18
"1507A913","F3869D","264071D","264071D","62B00BA","accommodations_unnecessary","1497006349",2017-06-09
"2553BF19","794B30","9DD0619","9DD0619","198725","extenuating_circumstance","1520534496",2018-03-08
"32FEABE5","F9113A","2DE4506","2DE4506","2B89BDD","travel_dates_changed","1538635621",2018-10-04
"16475380","B76E90","4D05988","4D05988","30EF8DC","accommodations_unnecessary","1499466162",2017-07-07
"2E2B65A5","11154A2","4EDBF51","4EDBF51","1EC595B","other","1526901548",2018-05-21
"104CDECA","4A25C7","614325C","614325C","14EE81E","other","1492172470",2017-04-14
"3C8DDB99","11E939E","A0B868A","A0B868A","7CA73FC","accommodations_unnecessary","1542380890",2018-11-16
"1B2924AF","C675D5","429EE42","429EE42","3586C06","other","1507524207",2017-10-09
"26A6F906","11E6243","8C54A1","8C54A1","2D4FBC2","other","1519350861",2018-02-23
"20B9FC3D","148D554","5C4011B","5C4011B","94F9CD9","extenuating_circumstance","1512082264",2017-11-30
"30500F18","186EE0A","E7DE9B","E7DE9B","B81FF9E","accommodations_unnecessary","1530203122",2018-06-28
"25310EF8","145370E","9BE77B9","9BE77B9","9271DF7","accommodations_unnecessary","1518195899",2018-02-09
"3A496046","1B1FC74","6A7FC63","6A7FC63","2A127B","host_courtesy","1539012451",2018-10-08
"28CAE2EC","1581C30","15D6F65","15D6F65","33DF68B","host_courtesy","1521428292",2018-03-19
"F8BDEA3","F48195","6ED851","6ED851","6252973","extenuating_circumstance","1486027218",2017-02-02
"3A26E8D1","1A37012","812522D","812522D","C591D80","other","1539035450",2018-10-08
"1D9A546D","58ABC0","61015F","61015F","19B2725","accommodations_unnecessary","1507593739",2017-10-10
"11A731E6","10FC3E6","12BAF08","241061B","7417C68","not_available","1490125978",2017-03-21
"1480BCC6","F63B27","3D6B790","3D6B790","6466FDC","not_available","1496201450",2017-05-31
"18AC7EDD","B456D7","1358138","1358138","301FAED","accommodations_unnecessary","1501267844",2017-07-28
"1E10069E","1214137","1F9023B","1F9023B","7E0ED87","accommodations_unnecessary","1508868700",2017-10-24
"16A30AA5","4AFD83","839B02F","839B02F","1822E2C","unknown","1499143848",2017-07-04
"1C4B1013","1023742","B0ADE3","B0ADE3","6BCAC27","not_available","1505725311",2017-09-18
"361C05E9","70843D","2DC3066","2DC3066","24D78EB","accommodations_unnecessary","1537506141",2018-09-21
"368894E0","63C58C","E8A49","E8A49","3DB35E","extenuating_circumstance","1536338158",2018-09-07
"28861914","C94BEC","5BE78E","5BE78E","F2B941","accidental_reservation","1521161994",2018-03-16
"1E7E05A7","627451","80361D","80361D","26D470","uncomfortable_with_guest","1526772675",2018-05-19
"1A78A8B3","F1FBB2","355EF5A","355EF5A","2C0B905","accommodations_unnecessary","1505130031",2017-09-11
"369D3810","19C53CE","934C43","934C43","C1E4252","accommodations_unnecessary","1536279183",2018-09-07
"12F15962","118EF8B","5C524C3","5C524C3","2BEA1DA","unknown","1495115614",2017-05-18
"165DB3B6","100CC65","12DCD1","12DCD1","14B4048","accommodations_unnecessary","1500831899",2017-07-23
